id	name	code1	зак1	зак2	мид	price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	desc	Comment	prim2	lk1	lk2	lk3	lk4	cat	cat2	url	path	ord	code2	code3	prim	img_path	img1	img2	img3	img4	img5	par1	text1	par2	text2	par3	text3	w	h	l	m	desc1
205	Элемент фильтрующий ФГОТ (сетка, отражатель)	740-1105024				100	аналог, Наб.Челны														борта		740-1105024-element-filtruyuschij-fgot-setka-otrazhatel	/kuzov/catalog/	205				/kuzov/img/	740-1105024.jpg															
207	Вилка тяги газа	863400				115	аналог, Наб.Челны							Вилка КАМАЗ 863400 (ПАО КАМАЗ)   Артикул - 863400  Альтернативные описания: Вилка тяги педали газа КАМАЗ  Производитель: ПАО КАМАЗ  Применение:  Применяется в моделях КАМАЗ.  Высота, м - 0.019  Длина, м - 0.055  Вес, кг - 0.1							борта		863400-vilka-tyagi-gaza	/kuzov/catalog/	207			КамАЗ-4310, КамАЗ-43101, КамАЗ-4310 (каталог 2004 г), КамАЗ-43114, КамАЗ-43118 (2002), КамАЗ-4326 (каталог 2003г), КамАЗ-43501 (4х4) (2007), КамАЗ-4350 (4х4) (2004), КамАЗ-43261 (Евро-1, 2) (2007), КамАЗ-43253 (Часть-1) (2011), КамАЗ-5320, КамАЗ-53212, КамАЗ-5410, КамАЗ-54112, КамАЗ-5511 (2003), КамАЗ-55102, КамАЗ-65115 (2001), КамАЗ-5360, КамАЗ-5460, КамАЗ-53228, 65111 (2004), КамАЗ-5460 (каталог 2005 г.) (2005), КамАЗ-43501 (4х4) (2007), КамАЗ-6520 (Euro-2, 3) (2009), КамАЗ-65115 (Евро-3) (2013), КамАЗ-53229 (Евро 2) (2010), КамАЗ-65111 (Евро 4) (2012), КамАЗ-65115, 65116 (Евро-4) (2010), Общий (см. мод-ции), КамАЗ-6540, КамАЗ-6522 (2005), КамАЗ-6520 (Euro-2, 3) (2009), КамАЗ-65201 Евро 2-3 (2016), ЛиАЗ / ЛиАЗ-5256, 6212 (2006) (2006)	/kuzov/img/	863400.jpg											0.055	0.015	0.019	0.1	
209	Ось петли борта с отверстием	5320-8502058			70	80	аналог, Наб.Челны							на один борт ставится 1шт с отверстием, 2шт без отверстия / вставляется в петлю 53215-8502053-70							борта		5320-8502058-os-petli-borta-s-otverstiem	/kuzov/catalog/	209				/kuzov/img/	5320-8502058.jpg															
211	Петля борта	53215-8502053				140	аналог, Наб.Челны														борта		53215-8502053-petlya-borta	/kuzov/catalog/	211				/kuzov/img/	53215-8502053.jpg															
213	Петля борта 55102	петля-55102				270	аналог, Наб.Челны														борта		petlya-55102-petlya-borta-55102	/kuzov/catalog/	213				/kuzov/img/	petlia-55102.jpg															
215	Петля борта 55102 в сборе	55102-8502053			280	310	аналог, Наб.Челны														борта		55102-8502053-petlya-borta-55102-v-sbore	/kuzov/catalog/	215				/kuzov/img/	55102-8502053.jpg															
217	Петля борта старого образца	5320-8502055				85	аналог, Наб.Челны							Петля бокового борта КАМАЗ (ПАО КАМАЗ)   Артикул - 5320-8502055  Производитель: ПАО КАМАЗ  Применяется для кузова в моделях КАМАЗ  Вес, кг - 0.196							борта		5320-8502055-petlya-borta-starogo-obrazca	/kuzov/catalog/	217				/kuzov/img/	5320-8502055.jpg											0.026	0.102	0.062	0.2	
219	Петля бортовая 90 мм с планкой (оцинкованная)	петля-ц2				450	аналог, Наб.Челны														борта		petlya-c2-petlya-bortovaya-90-mm-s-plankoj-ocinkovannaya	/kuzov/catalog/	219				/kuzov/img/	petlia-tc2.jpg															
221	Кронштейн стяжки надрамника нижний (завод)	5511-8601059			367	410	аналог, Наб.Челны														борта		5511-8601059-kronshtejn-styazhki-nadramnika-nizhnij-zavod	/kuzov/catalog/	221				/kuzov/img/	5511-8601059.jpg														0.9	
223	Пружина стяжки надрамника	6606-8516033				61	аналог, Наб.Челны														борта		6606-8516033-pruzhina-styazhki-nadramnika	/kuzov/catalog/	223				/kuzov/img/	6606-8516033.jpg															
225	Гайка стремянки прицепа М22х2 (под 36 шестигранник)	8543-2912416				42	аналог, Наб.Челны														борта		8543-2912416-gajka-stremyanki-pricepa-m22h2-pod-36-shestigrannik	/kuzov/catalog/	225				/kuzov/img/	8543-2912416.jpg															
227	Платформа бортовая ЕВРО (без продольной балки) 53215 в сборе L=6200 mm	ПР-53215-8500010				135 000	аналог, Наб.Челны														борта		pr-53215-8500010-platforma-bortovaya-evro-bez-prodolnoj-balki-53215-v-sbore-l-6200-mm	/kuzov/catalog/	227				/kuzov/img/	PR-53215-8500010.jpg															
229	Платформа бортовая ЕВРО (с продольной балкой) 53215 в сборе L=6200 mm	ПР-53215-8500010б				140 000	аналог, Наб.Челны														борта		pr-53215-8500010b-platforma-bortovaya-evro-s-prodolnoj-balkoj-53215-v-sbore-l-6200-mm	/kuzov/catalog/	229				/kuzov/img/	PR-53215-8500010b.jpg															
231	Платформа бортовая ЕВРО (без продольной балки) 53215 в сборе L=7200 mm	ПР-53215-8500010-72				160 000	аналог, Наб.Челны														борта		pr-53215-8500010-72-platforma-bortovaya-evro-bez-prodolnoj-balki-53215-v-sbore-l-7200-mm	/kuzov/catalog/	231				/kuzov/img/	PR-53215-8500010-72.jpg															
233	Платформа бортовая ЕВРО (с продольной балкой) 53215 в сборе L=7200 mm	ПР-53215-8500010-72б				165 000	аналог, Наб.Челны														борта		pr-53215-8500010-72b-platforma-bortovaya-evro-s-prodolnoj-balkoj-53215-v-sbore-l-7200-mm	/kuzov/catalog/	233				/kuzov/img/	PR-53215-8500010-72b.jpg															
235	Надрамник 55102, 45143, 65115, 6520 - ПР-5143-8601010, ПР-65111-8601010, ПР-6520-8601010	ПР-55102-8601010-20				90 000	аналог, Наб.Челны														борта		pr-55102-8601010-20-nadramnik-55102-45143-65115-6520-pr-5143-8601010-pr-65111-8601010-pr-6520-8601010	/kuzov/catalog/	235				/kuzov/img/	PR-55102-8601010-20.jpg															
237	Сцепка жесткая универсальная со сменными пластинами L=2200mm, s=3,5mm	сцепка1				7 500	аналог, Наб.Челны														борта		scepka1-scepka-zhestkaya-universalnaya-so-smennymi-plastinami-l-2200mm-s-3-5mm	/kuzov/catalog/	237				/kuzov/img/	stcepka1.jpg															
